ticket_id,request_type,priority,status,created_date,resolved_date,sla_breach,assigned_group,assignee,requester,category,subcategory,impact,resolution_description,time_to_resolution
163ac759-7ed8-4460-beea-4af1cbe8004b,Incident,Low,Resolved,2023-05-15 16:18:28,,False,Application,Stephanie Hammond,Kyle Mosley,Service Request,Network,High,Amount its food reason occur alone environment section.,
23a19e7a-72c4-478c-adc7-8cf7ab32e0f5,Incident,High,Closed,2021-09-20 08:57:52,2021-09-26 08:57:52,True,Support,Dr. James Velasquez MD,George Walker,Incident,Access,Low,Catch road region or stay visit similar.,6.0
9bd8c810-f535-474e-ab1f-d1b04ed28867,Incident,Low,In Progress,2021-05-14 03:04:52,,False,Database,John Miller,Patricia Green,Service Request,Other,Medium,Entire woman rich design believe event.,
4392e292-f3ea-476c-a9d2-1279c74f58a8,Incident,Medium,In Progress,2020-08-26 15:33:43,,False,Database,Travis Lewis,Joseph Combs,Incident,Other,Medium,Pay play early again loss black.,
470077e2-2f7d-404b-9fa6-1270c2b7ab56,Service Request,Medium,In Progress,2020-01-31 07:43:18,,False,Network,David Cook,Sara Farley,Service Request,Other,Low,Prepare direction music adult beat.,
353894a8-d535-430a-8bdc-ba5c286d9933,Incident,Critical,Resolved,2023-05-20 05:17:16,2023-05-26 05:17:16,True,Security,Ryan Moreno,Roberto Kelly,Incident,Other,Low,Environmental drop study west wife.,6.0
c01b16d7-1957-4850-929d-9102feaec07f,Service Request,High,In Progress,2022-08-17 21:16:10,2022-08-25 21:16:10,True,Database,Megan Watson,Michelle Barrett,Service Request,Network,High,People sport ground contain.,8.0
49085708-b76d-4037-a19a-0b2748af5c9d,Incident,High,Resolved,2020-03-25 05:39:09,,False,Security,Daniel Osborne,John Ayala,Service Request,Software,Medium,Chance several rise ok.,
618c50a5-e2da-4e88-9126-7e49afbb6cc7,Service Request,High,Open,2023-08-02 14:28:19,,False,Support,Yvonne Vasquez,Jorge Gonzalez,Incident,Hardware,Medium,Some a attorney message particularly direction truth price.,
d7f86bf5-93f7-4c5d-819f-a4e1b5572ebf,Incident,High,Closed,2022-02-09 17:02:37,,False,Security,Natasha Schneider,James Nguyen,Service Request,Access,Low,Someone project hard bit high own high.,
e9aaa2f5-b825-4fa7-bdd9-827fc55c61dc,Service Request,High,In Progress,2020-04-20 08:50:54,2020-04-23 08:50:54,False,Application,Nathan Torres,Adrienne Burgess,Change Request,Network,High,News social hold guess score foreign.,3.0
a4e88d4c-43c8-4308-9236-27ad6a822199,Incident,Medium,Closed,2020-06-20 18:25:58,2020-06-21 18:25:58,False,Security,Rachel Wagner,Brenda Fisher,Incident,Software,Low,Life mouth society practice light.,1.0
25bb76b3-a556-401e-9d1b-fdbffa5b9579,Incident,Critical,Open,2021-03-05 07:22:41,,False,Security,Ian Hansen,Lisa Mason,Service Request,Software,High,Into budget else Mrs loss lot.,
2b2db5cc-712c-4927-8683-93e125b1379f,Incident,Critical,Resolved,2021-08-18 17:26:27,,False,Database,Jeremy Davis,Jack Moore,Incident,Other,High,Day particularly medical relationship particular.,
6fc8c17b-b754-4ea2-9f3a-bd128238c5d8,Incident,Critical,Open,2023-07-04 02:56:51,,False,Database,Mrs. Stephanie Martin,David Wall,Incident,Software,Medium,Address light never process important true.,
ef083e4d-8d68-45cd-a005-33c945b90b98,Incident,Critical,Resolved,2023-08-03 03:39:03,2023-08-10 03:39:03,True,Application,John Cannon,Isabella Jones,Change Request,Other,Low,I red lay media whom quite sit.,7.0
74d9bbc3-6ed3-4a69-9c64-fc2d8c3fac4a,Incident,Medium,Closed,2022-03-23 13:30:13,2022-03-28 13:30:13,False,Support,Timothy Guerra,Angela Potts,Incident,Access,High,Police today artist newspaper be.,5.0
59bc0b7f-ec9e-4c76-a51d-262f7a916af8,Service Request,Medium,In Progress,2023-03-01 19:05:33,,False,Security,William Robles,Jennifer Andrews,Service Request,Software,Low,Prevent agency baby less use station.,
6573bfbd-656a-47a7-a1fc-fc4e30db551a,Incident,Low,Open,2022-12-16 11:41:09,2022-12-22 11:41:09,True,Support,Ricardo Villegas,Vanessa Garrett,Incident,Hardware,High,Your first hard oil everything.,6.0
21d6acf2-4d2a-46a0-9c04-ab83bdfe0204,Incident,High,Resolved,2023-02-13 02:45:51,,False,Network,Paul Scott,Katelyn Martinez,Incident,Access,Low,Far fire year event site sign avoid.,
fb70c528-a441-4e8b-8020-f7974fce77f5,Incident,Critical,Open,2020-12-19 18:47:35,,False,Network,Michael Dorsey,John Atkinson,Service Request,Network,Low,Low arrive any describe shake top fly.,
66313dee-bf12-47ce-9368-0b7e66a8315e,Incident,Critical,In Progress,2020-03-26 22:09:14,2020-04-03 22:09:14,True,Network,Cheryl Franco,Jason Murphy,Service Request,Software,Low,Center travel affect threat offer blood politics.,16.366153846153846
3b1db270-06ed-4528-8e38-db92e3e56dd4,Service Request,High,Pending,2020-07-27 02:41:02,2020-08-04 02:41:02,True,Database,Cassandra Hendricks,Linda Hall,Incident,Access,Medium,Doctor through civil whatever case yard explain.,8.0
f2750e0b-9098-48e8-92b7-e18c04b0c3b6,Service Request,Low,Resolved,2020-08-01 15:21:38,2020-08-07 15:21:38,True,Security,Jonathan Hernandez,Paul Chandler,Service Request,Other,Medium,Contain itself fear represent.,6.0
51e5a468-01a7-4cd1-a67a-92a99734db81,Service Request,Low,In Progress,2023-02-23 18:34:39,2023-02-25 18:34:39,False,Security,April Waters,Jade Rhodes,Incident,Hardware,Medium,Paper determine similar voice.,2.0
48507fce-48d3-4a91-a872-3a3a22c8e992,Incident,Medium,Open,2020-03-31 18:36:37,,False,Support,Rebecca Alvarez,Joy Miller,Incident,Network,Low,Follow media player although site.,
1c9b1dd5-f3d2-4604-9650-61407973c722,Incident,Medium,Closed,2020-08-05 07:58:43,2020-08-11 07:58:43,True,Security,Juan Perry,Steven Mitchell,Service Request,Software,Low,Much culture investment hope couple single beautiful.,6.0
e5b312ef-1c4e-44e6-b420-414eed31d27d,Service Request,Low,Closed,2023-06-07 09:17:13,,False,Application,Danny Abbott,Dr. Steven Carter,Incident,Access,Medium,Within table data body.,
c9a36e11-2fc7-445b-9bf0-ee2dfe217b02,Service Request,Medium,Closed,2020-07-20 23:58:25,,False,Database,Jordan Andersen,Jose Lozano,Service Request,Other,Low,They their issue interview industry.,
597c28d3-bdf5-46a5-806e-3237e085b1ea,Service Request,Medium,Closed,2020-07-31 05:28:17,2020-08-03 05:28:17,False,Security,Jacob Alvarez,Angela Valdez,Incident,Other,Medium,Hour reflect call late degree her truth.,3.0
386919e1-55d3-4d28-8b8e-b8499591c003,Incident,Medium,Open,2021-10-22 22:51:42,2021-10-29 22:51:42,True,Database,Melissa Lee,Rhonda Wolf,Incident,Other,Medium,Image or single join southern store.,7.0
e80ac4f4-fd2f-4270-a698-ff0a5cedd797,Incident,High,In Progress,2020-09-16 07:29:43,2020-09-24 07:29:43,True,Network,Danielle Dennis,James Adkins,Incident,Software,High,Opportunity about gas himself not.,8.0
f5892eed-89d7-445c-9080-60c110c833a2,Service Request,High,Resolved,2022-03-07 10:34:30,2022-03-10 10:34:30,False,Database,Tim Brown,Julie Hernandez,Incident,Software,Medium,Indicate city chair then possible upon.,3.0
ef2ee219-01a7-4e13-ba07-fc00f88530d1,Incident,Low,In Progress,2023-09-01 02:10:34,2023-09-03 02:10:34,False,Network,Victoria Thomas,Christina Wilson,Incident,Access,Low,Girl use turn participant record social what.,2.0
f266e746-3514-41fa-ab8d-4d208ac8491f,Incident,Critical,Resolved,2023-05-17 10:21:01,,False,Database,Jonathan Mercer,Jason Parker,Service Request,Network,Medium,Customer another help bank government arm.,
70f981ae-3f2d-4b88-bb8b-097610af747f,Service Request,High,In Progress,2020-02-28 17:40:04,,False,Support,Timothy Mills,Dr. Haley Floyd,Change Request,Network,Low,Power late guy month pay explain.,
2b1b505e-a236-4f10-b172-82a47c603445,Service Request,Low,Closed,2020-05-09 19:51:32,2020-05-11 19:51:32,False,Database,David Lewis,Ashley Ward,Service Request,Other,Low,Now later discover difference mother meeting.,2.0
1e2baa88-0fbd-4fa6-a0cf-496d3590c327,Service Request,High,Closed,2022-04-06 01:05:20,,False,Security,Matthew Woodward,Rebecca Calderon,Change Request,Hardware,Low,Message choice woman.,
1235f236-e652-40f6-b137-1bdefe990477,Incident,High,Closed,2020-11-05 21:41:41,,False,Application,Matthew Thornton,James Hanson,Service Request,Other,Low,Author question it evening art.,
78701e77-0023-4f72-a165-b9f6b18deca4,Incident,Low,In Progress,2020-08-27 21:31:14,2020-08-31 21:31:14,False,Application,Cody Wilkerson,Stacie Hopkins,Incident,Network,Medium,Approach you wall growth his.,4.0
3a36b133-407a-4c9c-8f5b-4de95fcaa893,Service Request,Medium,Open,2020-08-31 02:02:03,,False,Support,Kyle Willis,Colton Manning,Incident,Access,High,Sure assume lay common.,
175cdcd6-5906-4452-881b-0561ebc9063e,Service Request,Low,Open,2020-10-31 09:01:00,,False,Support,Shawn Garcia,Angela Pace,Service Request,Hardware,Medium,Usually foot ok.,
257da32e-6a59-4f4e-97ba-7163e46b8a18,Service Request,Medium,Open,2023-06-22 19:05:20,2023-06-25 19:05:20,False,Support,Daisy Spears,Anthony Miller,Change Request,Other,High,Measure drive star.,3.0
9188e4ac-bd22-4b36-9034-bc91d908aaa1,Incident,Low,In Progress,2020-09-11 00:06:33,2020-09-17 00:06:33,True,Security,Jose Holmes,Stephanie Davis,Service Request,Access,Low,Nice leg lose specific.,6.0
f5e94e96-f672-42f9-be05-a5465d733dad,Service Request,Low,Closed,2020-11-27 10:24:08,,False,Application,Christine Spence,Christopher Merritt DVM,Change Request,Hardware,Medium,The large crime he certainly particular.,
b2729963-42c5-4e72-a6ac-b9444cc7b2a0,Incident,High,Open,2020-08-08 01:34:50,2020-08-11 01:34:50,False,Support,Mariah Stevens,Sean Santos,Service Request,Access,Medium,Say brother get.,3.0
699b4340-46f7-4923-a49b-a7038873c75f,Service Request,Critical,Open,2021-10-04 18:32:09,2021-10-12 18:32:09,True,Application,Teresa Fisher,Emily Kramer,Change Request,Software,High,Very item safe entire fact though.,8.0
d3d19560-7634-4613-a43c-959637f8f3bc,Service Request,Medium,Open,2022-05-18 02:03:43,,False,Network,Jonathan Brewer,Tara Blake,Service Request,Hardware,Low,Dream science theory better want everything.,
c3d51e5f-3d7a-40cc-a5ca-e6d0d1ea1ed3,Service Request,Medium,In Progress,2021-11-18 20:51:48,2021-11-23 20:51:48,False,Database,Ronald Flores,Susan Rodriguez,Service Request,Hardware,Low,Discuss make thousand road.,5.0
0354e95c-7899-41db-816c-5711cc4b59a3,Service Request,Low,Resolved,2021-08-31 01:44:46,2021-09-01 01:44:46,False,Support,Timothy Moore,Joshua Brown,Service Request,Network,Low,Deal discuss all difference wonder voice buy.,1.0
4b5fc459-4552-4dfc-8615-8158ad47f5d9,Service Request,Low,In Progress,2020-05-03 04:10:39,,False,Support,Rebecca Ramirez,Hayley Sanders,Service Request,Hardware,Low,Development skill front put indicate.,
74fae122-ac1a-4a5c-9350-5471472522d5,Incident,Critical,Resolved,2021-12-26 07:24:58,,False,Application,Jay Espinoza,Suzanne Moore,Service Request,Network,Low,Study run Congress hot red sit.,
1826897b-57f5-4595-8c42-8346c020c0f8,Incident,High,Closed,2022-04-15 21:47:35,,False,Support,Robin Gonzalez,Deborah Knight,Service Request,Other,Medium,Since sign less far quickly finish.,
1bb9140f-830e-49ee-b0ac-3b7f2419a313,Incident,Low,Resolved,2022-07-24 18:06:04,,False,Network,Eddie Torres,Catherine Johnson,Incident,Network,High,Work race wide when sure room start.,
12d67e0e-fc50-4cfb-804c-e3caf865ae1a,Service Request,Low,In Progress,2023-06-11 00:56:18,,False,Security,William Soto,Lisa Henson,Change Request,Access,Medium,History voice news allow special.,
0ac617f2-8dde-4562-a0c0-2a77427caaa7,Service Request,Medium,In Progress,2021-08-06 02:18:32,2021-08-14 02:18:32,True,Database,Pamela Williams,Heidi Phillips,Change Request,Access,Low,Scientist thing third single choose single assume.,8.0
f5b955de-ad14-478c-a7f6-bc10bb1119da,Service Request,Medium,In Progress,2023-07-17 22:08:18,2023-07-19 22:08:18,False,Network,Shelby Bowers,Jane Burton,Service Request,Access,Medium,Life quite read.,2.0
573b9d3c-7d48-4ffd-85bd-a7c2ab0607f4,Service Request,Critical,Open,2021-04-27 15:41:28,2021-05-02 15:41:28,False,Application,William White,Barbara Reid,Incident,Access,Medium,Bad we road then staff.,5.0
bd54d8d5-6a43-4bb6-ad10-1f2432069c02,Incident,Critical,Open,2021-06-12 21:21:33,,False,Support,Amy George,Brian Garner,Incident,Software,High,Away picture control accept certainly.,
de4f2354-2f8b-4427-b0e5-63068f8ce75e,Incident,Low,Closed,2020-07-15 02:30:21,,False,Application,Louis Robinson,Beth Lee,Incident,Other,Low,Edge share policy president image call.,
fb9cc36a-bd04-40e9-9d87-7ad0ff28b0b5,Service Request,Critical,Closed,2023-05-27 11:48:35,,False,Application,Julie Mosley,David Bradford,Change Request,Access,High,Democratic spend wall vote.,
87ec0864-ccd9-4ead-bc07-707124564422,Incident,Critical,Resolved,2021-03-03 00:19:22,,False,Security,Joseph Spencer,Barbara Reese,Incident,Access,Medium,City rule bank must number.,
fa7c36b1-bc2c-41d7-a30d-89f8bdf81d4e,Incident,High,Resolved,2020-03-29 14:45:38,2020-04-04 14:45:38,True,Support,Holly Hensley,Adam Zamora,Incident,Other,Medium,Security so something kind tax difference mouth.,6.0
b37f353a-3e3d-4efa-92b6-a37426cf2ebe,Service Request,High,In Progress,2022-08-22 21:06:35,,False,Security,Cynthia Young,Lori Walsh,Incident,Other,Low,Produce no management game.,
799255ab-021f-4a3c-a05d-0ba0701bf912,Service Request,Low,In Progress,2023-07-14 19:49:56,,False,Network,Sara Murphy,Matthew Alexander,Incident,Hardware,Low,Heart nature small some almost.,
98216959-e022-48c5-ac2d-88a30f311a86,Incident,Critical,Resolved,2023-01-10 18:39:30,2023-01-15 18:39:30,False,Support,Lee Ray,Tracy Miles,Incident,Software,High,Today key child sea through build.,5.0
662e6400-c4a5-46bf-a220-787b90ccbecc,Service Request,High,Resolved,2022-02-21 17:31:50,2022-03-01 17:31:50,True,Support,Ashley Castillo,Stephanie Freeman,Incident,Network,High,Technology six lot race financial discover.,8.0
fc48a8de-c1d3-4b75-bd67-3f0f06d41a39,Service Request,Critical,In Progress,2023-02-02 10:53:21,2023-02-08 10:53:21,True,Support,Steven Holmes,Mr. Kevin Henry,Change Request,Network,Low,Discussion fact item agree able month table.,6.0
7dcfd60e-770e-4646-bc91-c5c7b8bd73e3,Incident,Critical,Closed,2021-08-25 03:10:21,2021-09-01 03:10:21,True,Network,Isaac Taylor,Kelly Lane,Service Request,Access,Medium,Born remember scene network red all.,7.0
d4df3c1c-2307-476d-aae2-2fb38691ebfe,Service Request,Low,Closed,2023-05-16 12:48:13,,False,Security,Austin Love,John Huynh,Change Request,Software,High,About dark two kid.,
7bf0f97f-d46b-47d0-b969-40a93c461465,Service Request,Critical,Closed,2021-10-21 20:17:01,,False,Application,Randy Evans,April Jimenez,Service Request,Access,Medium,East yeah hot on place treat music.,
d27a8911-b1bc-42b4-b15d-9e7cbc3f0e8e,Incident,Critical,Resolved,2023-06-26 09:21:24,,False,Application,Jean Stone,Taylor Taylor,Incident,Access,High,Strong including involve put type.,
778f06f3-c19a-4e72-abb0-ed05858041aa,Service Request,Low,Open,2021-04-21 13:34:05,2021-04-24 13:34:05,False,Application,Whitney Alexander,David Harrison,Incident,Other,Medium,Almost show option traditional call.,3.0
7d69d336-8bec-40c3-a5c0-4f4200050dde,Incident,Medium,Closed,2020-10-17 05:46:03,,False,Network,Theresa Martinez,Scott Bryant,Incident,Software,Medium,Ten film high head arrive response.,
60c41da4-03b4-4ac1-b808-6664950b25c7,Incident,Low,Resolved,2022-10-06 04:19:56,,False,Support,Joseph Ortega,Christopher Johnson,Change Request,Network,Medium,Year subject forget pretty human use.,
54d6b3c7-013a-4b99-904c-12fe24372f2b,Service Request,Medium,Open,2020-10-15 00:26:48,,False,Security,Michael Davis,Sydney Bird,Change Request,Access,Medium,Nor small trip.,
628e6d8b-7b28-48b0-8a5d-92cffda0ca74,Incident,High,Closed,2021-08-31 10:22:53,2021-09-04 10:22:53,False,Application,Derek Alvarez,Christina Brown,Change Request,Hardware,Low,Evening behind over husband education Congress without.,4.0
3c80c8c4-33e1-481b-a4d9-873eb3313aea,Incident,Medium,In Progress,2022-01-06 15:33:54,2022-01-11 15:33:54,False,Support,David Ray,William Flores,Incident,Access,High,Test another bed degree their send part its.,5.0
87e86345-ab60-4376-be76-df90d89bd5e4,Service Request,Low,Closed,2023-04-26 03:49:42,2023-05-01 03:49:42,False,Database,Teresa Williamson,Alicia Davenport,Change Request,Access,Medium,Standard under national.,5.0
359d2385-0e23-4691-8610-88e113df6b37,Incident,Low,Resolved,2022-01-23 09:22:58,2022-01-27 09:22:58,False,Database,Richard Myers,Amanda Andrews,Incident,Hardware,Low,Card rule well build instead side smile rate.,4.0
6bb2e6e0-1966-4ced-bac4-cfc810a53e0b,Service Request,Medium,Closed,2023-01-26 14:00:41,,False,Security,Michael Torres,Amanda Sutton,Incident,Network,Medium,Must together everyone modern evidence.,
e8b5d9fb-60eb-4608-8a8b-ab10906c27d2,Incident,Critical,Resolved,2021-03-31 06:59:18,2021-04-09 06:59:18,True,Database,Jason Evans,Diana Bowman,Service Request,Software,Medium,Answer drive director.,9.0
129d18ff-e255-4adc-b6b7-70ce7ea49e6b,Service Request,High,Resolved,2022-02-13 02:03:22,2022-02-18 02:03:22,False,Support,Tonya Jackson,Scott Gomez,Change Request,Hardware,Medium,Peace natural deal care.,5.0
c1c2c39c-d925-45ae-b26a-eb233d1539cd,Incident,Medium,Open,2023-08-20 17:18:12,2023-08-28 17:18:12,True,Support,Karen Baxter,Timothy Bell,Service Request,Access,Medium,True prepare day.,8.0
379b4252-1f3f-4f17-9e01-be79b58d16b1,Service Request,Medium,Closed,2021-07-16 14:11:46,,False,Security,Amanda Garza,Mary Murray,Incident,Network,High,Ago likely hospital wife.,16.366153846153846
cdb5b0ec-2d9e-40f4-8b17-418da4ff3885,Service Request,Critical,Open,2020-03-12 01:25:12,2020-03-19 01:25:12,True,Security,Marie Walters,Samuel Hartman,Incident,Software,Low,Walk really per hit history enough through.,7.0
a42ef5f5-38bb-40e7-be97-ec632938bb93,Incident,High,In Progress,2022-09-19 09:21:41,,False,Security,Jennifer Luna,Regina Hernandez,Service Request,Other,Medium,Drive tonight will.,
d585ba3d-267e-467f-8338-9babb31e318b,Service Request,Low,Resolved,2020-07-29 05:47:55,,False,Support,Bradley Glenn,Natasha Adams,Incident,Hardware,High,Shoulder high beautiful stay wall have.,
1d77dd5e-ff3f-4438-95f3-70d6bb305bbb,Incident,Low,Open,2022-06-28 06:52:17,,False,Support,Michelle Bowen,Luke Wong,Incident,Hardware,Medium,Rich ago strategy film actually own organization.,
e15287b9-1086-4519-acd6-b9d56a026c74,Incident,Critical,In Progress,2022-02-18 08:37:45,,False,Support,Ronald Lewis,Amanda Jones,Service Request,Access,Medium,Cost yard season meeting and fall participant.,
2e522b12-a189-4e42-ae43-77b752003a46,Service Request,Low,Resolved,2022-03-03 19:31:44,,False,Network,Sonya Miller,Zachary Lee,Incident,Access,Low,Single role worker loss.,
d959d678-4ae8-4955-b21c-df08d57752c4,Incident,Low,Resolved,2023-02-13 15:16:25,,False,Application,Jeremy Baker,Benjamin Wright,Change Request,Access,Low,Give western teacher with part must within.,
d144c27f-ee08-44bb-ae74-19a9ad9ae4bd,Incident,Critical,In Progress,2023-05-13 18:02:49,,False,Support,Nathaniel Werner,Gabriel Webster,Service Request,Access,High,Serious become white responsibility.,
b2fb948d-a025-4e5c-9483-824624a9880f,Service Request,Medium,In Progress,2023-05-16 05:08:55,2023-05-23 05:08:55,True,Support,Jerry Douglas,Ashley Nielsen,Incident,Other,Low,Decide for subject pretty I.,16.366153846153846
8de71509-4524-441a-98e0-aabf4835b160,Service Request,Low,In Progress,2022-02-20 16:00:38,2022-02-22 16:00:38,False,Application,Trevor Ford,Justin Harvey,Change Request,Other,High,Pull after director behind child.,2.0
2ea918ad-727c-406e-80e6-8bfbc9d220e0,Service Request,High,Resolved,2023-06-01 09:46:50,2023-06-11 09:46:50,True,Database,Shannon Huff,Michael Harrison,Change Request,Network,Low,Teacher their though herself stop during look.,10.0
ca03f290-2497-4b73-8755-5247159f9620,Service Request,High,Resolved,2023-05-26 03:58:50,,False,Security,Michael Flores,Kathleen Contreras,Incident,Other,Low,Wife policy rule special firm religious child.,
744e68a8-df0d-4a25-80f2-788d68084af5,Incident,Critical,In Progress,2021-11-02 19:03:52,,No,Support,Christopher James,Timothy Schwartz,Incident,Hardware,Low,Camera where describe risk hear probably course.,
66818483-19d2-4b59-922e-005e5ab52e8d,Service Request,Low,Closed,2023-06-23 06:13:26,2023-06-27 06:13:26,False,Support,Veronica Price,Susan Fuller,Change Request,Other,High,Situation speak near defense bill.,4.0
7562aac5-3f2a-43b0-8a77-c4c54e302dcf,Incident,High,Closed,2022-05-12 17:10:28,2022-05-13 17:10:28,False,Application,Steve Allen,Ashley Campbell,Change Request,Hardware,High,Certainly party best message participant.,1.0
3d2e8878-3363-4c27-a57d-e50898ada784,Incident,Low,Resolved,2022-06-20 02:29:03,2022-06-30 02:29:03,True,Support,Jennifer Lowe,Antonio Miller,Service Request,Hardware,Medium,Remember but election service almost.,10.0
1a056310-3f39-4273-be12-0b635698abbe,Incident,Low,Closed,2022-12-05 22:11:10,2022-12-14 22:11:10,True,Database,Brittany Lee,Ashley Torres MD,Incident,Access,Medium,Occur short decide heavy vote total test.,9.0
efd985a7-a222-4f52-8949-08796c301726,Service Request,Low,Closed,2022-05-22 11:51:04,,False,Network,Justin Shields,Michael Wheeler,Service Request,Network,Low,Example leave act soldier word cut cause down.,
7f3b1680-ca1f-4437-95cb-fb33a8bf6305,Incident,Low,Closed,2020-12-21 13:31:30,,False,Database,Bianca Clark,Christopher Stephens,Service Request,Hardware,High,Describe foot final religious effect.,
ced6321e-ef72-4d79-b755-96446f41f990,Incident,Critical,Resolved,2022-12-09 10:01:05,,False,Support,Laura Henry,Jason Bell,Service Request,Software,High,Mr will fear.,
f18715b3-ca12-4db3-91bb-e778fdfc291d,Incident,Low,Resolved,2021-12-07 12:54:01,2021-12-09 12:54:01,False,Support,Duane Davis,Joe Ward,Incident,Other,Medium,Gas inside cold piece activity participant four.,2.0
2eb0bc33-b4b7-4bd5-ae35-857fa1db59b5,Service Request,Medium,Resolved,2022-12-11 08:43:49,,False,Database,Allison Myers,Christina Galvan,Service Request,Other,Low,Manage usually trip themselves her role.,
7303b4fc-9289-4dec-8e5d-46df8b1a0bc0,Service Request,High,Resolved,2023-05-22 10:44:31,2023-06-01 10:44:31,True,Support,Lauren Miller,Martin James,Change Request,Software,High,Lot foreign and fast.,10.0
e3a5e6de-512d-4a5d-8eda-5294571c80ab,Service Request,Critical,Resolved,2020-09-20 08:51:07,2020-09-23 08:51:07,False,Security,Destiny Collins,John Hernandez,Incident,Access,Medium,System yeah bar rule.,3.0
df8471df-600b-4880-9052-7bf3e43564e7,Service Request,Critical,Closed,2020-12-24 03:17:50,2021-01-01 03:17:50,True,Network,Daniel White,Austin Gonzalez,Incident,Network,High,Memory window example exactly my deal.,8.0
43ee71d3-cde8-45a1-80d5-1513ab1dc68b,Service Request,Low,Resolved,2023-05-12 23:35:43,2023-05-13 23:35:43,False,Application,Emily Morgan,Casey Cruz,Service Request,Network,Medium,Reveal much firm agreement war.,1.0
43b14f41-e474-4e08-8f9e-8e7dc412af95,Incident,Critical,Resolved,2022-01-07 20:15:46,,False,Database,Scott Cantrell,Lisa Matthews PhD,Change Request,Hardware,Low,Less phone into history last recognize fine.,
a29088e2-b8bd-4739-8036-d561fc0c5fd8,Incident,Low,Open,2022-01-14 10:10:10,2022-01-16 10:10:10,False,Network,Christopher Brown,Kayla Bryant,Change Request,Other,High,Employee sea baby may beautiful successful now.,2.0
a239cd10-5934-4fc7-b671-c9e56b06f304,Incident,Low,Resolved,2020-05-19 22:51:54,2020-05-23 22:51:54,False,Network,Brianna Ruiz,Valerie Webb,Incident,Other,Low,To resource share plant.,4.0
0e871f3f-750f-4715-8f33-bee923724981,Service Request,High,In Progress,2021-08-11 12:46:11,,False,Database,Eric Elliott,Sarah Brooks,Change Request,Access,Low,Boy today worker.,
4239a8f7-6c0d-4778-8e34-c4ce42420752,Service Request,Critical,Resolved,2020-12-16 07:46:38,,False,Security,Ronald Reynolds,Bianca Murillo,Service Request,Hardware,High,Maybe customer job memory win.,
71241137-0e24-48fd-b4a7-0fd973937a5d,Incident,High,Closed,2022-04-12 08:24:04,,False,Security,William Castillo,Jesse Clark,Change Request,Software,Low,Space much thank main with drop.,
5800067c-96e1-458b-b997-62d81c9a9e91,Incident,Medium,Open,2021-05-20 06:06:58,,False,Support,Steven Hughes,Heidi Alexander,Service Request,Other,Low,Arrive himself machine newspaper.,
7f56d8cd-840b-4e56-b926-dfe4e10e000c,Incident,Medium,Open,2022-07-10 06:58:04,2022-07-14 06:58:04,False,Support,Alice Cummings PhD,Cynthia Gilmore MD,Change Request,Software,Low,Finish research view ten beat old bit.,4.0
6977febc-1468-47f1-914c-923372b50f41,Service Request,High,Open,2020-07-21 08:51:12,2020-07-27 08:51:12,True,Support,Caleb Gonzales,Linda Taylor,Service Request,Software,High,Reason degree capital yourself him unit only.,6.0
2079b47e-1ee7-41d1-b3df-89028af211ec,Service Request,Critical,On Hold,2023-04-23 22:19:54,2023-05-01 22:19:54,True,Support,Mr. Nicholas Ayers,Frank Martinez,Service Request,Access,Low,His film fire writer leave.,8.0
860eae96-60b2-4644-90e2-d8fee317bad6,Incident,Critical,Closed,2022-11-18 06:35:01,,False,Security,Dawn Quinn,Kimberly Hendrix,Service Request,Other,Low,Poor run say easy should claim admit.,
9fd5551f-b556-4093-9196-84c600871acc,Incident,Critical,Open,2021-07-13 13:59:44,2021-07-19 13:59:44,True,Application,Catherine Lloyd,Haley Norton,Incident,Network,Medium,Economy computer fast tree.,6.0
b392011b-c0a8-42e0-839c-604cebe5e239,Service Request,Critical,In Progress,2021-09-26 00:42:54,2021-09-29 00:42:54,False,Support,Patricia White,Richard Gregory,Incident,Other,Medium,Face bank company.,3.0
9b657bc6-206f-4c6e-b9b9-6bb2b7decb86,Incident,Critical,Resolved,2020-08-05 12:24:56,2020-08-07 12:24:56,No,Network,Mark Davis,John Nelson,Service Request,Network,High,Way radio major candidate prove away continue hand.,2.0
3e7696bc-f9a5-4afd-9409-59173e15b1ad,Incident,Medium,Resolved,2023-07-06,,False,Support,Christopher Santiago,Brenda West,Service Request,Hardware,Low,Third medical hour experience practice fund.,
5246211c-6ee3-4036-9be5-b944ddeed896,Incident,High,Resolved,2023-06-26 10:36:46,2023-07-02 10:36:46,True,Database,Adam Reyes,Harold Hall,Incident,Hardware,Low,Summer play against fall political take.,6.0
39b381e0-b893-42b6-b248-f69b2700e6e2,Incident,Medium,Resolved,2021-08-17 11:14:06,,False,Application,Andrew Hansen,Roy Johnson,Service Request,Hardware,Low,Suggest available try fight.,
0097e4dc-e526-4d6d-b48c-b4c3896501d8,Incident,High,Closed,2022-06-12 01:57:17,2022-06-14 01:57:17,False,Network,James Jimenez,Jamie Kidd,Incident,Network,Low,Eye environment environment pick.,2.0
08154de5-26d7-4b8a-9c14-2816b313f30a,Service Request,High,Open,2020-08-13 02:46:38,,False,Application,Deborah Mueller,Lori Melton,Incident,Software,High,Country explain fire prevent safe.,
89aafa9a-afea-4cbe-96e6-7eb56358d9aa,Incident,Critical,Open,2020-01-25 04:57:44,2020-01-27 04:57:44,False,Database,Sean Matthews,Mr. Jesus Davis,Service Request,Software,Medium,Upon tax black or.,2.0
