employee_id,first_name,last_name,department,job_title,hire_date,employment_status,salary,manager_id,gender,age,performance_rating,years_at_company,last_promotion_date,termination_date
4420,Gary,Cobb,HR,Junior Developer,2024-01-28,Active,31570.01,,Male,30,5,0,2024-05-15,
4421,Jonathan,Scott,Sales,Data Analyst,2016-11-20,Terminated,108132.69,210.0,Non-binary,39,4,7,,2017-07-29
4422,Michael,Hendrix,Operations,Junior Developer,2020-12-20,On Leave,77575.67,,Female,42,2,3,2022-07-21,
4423,Mark,Romero,Operations,Data Analyst,2022-08-30,Active,66290.67,,Male,25,1,2,,
4424,Melissa,Ellis,Marketing,Sales Associate,2018-11-03,Active,226186.23327000003,,Non-binary,58,3,5,2020-11-05,
4425,Jonathan,Williams,Marketing,Senior Developer,2024-08-14,On Leave,33693.04,,Non-binary,34,1,0,2024-09-06,
4426,Lauren,Reyes,Operations,Manager,2018-07-24,On Leave,58607.71,,Non-binary,46,1,6,,
4427,Ian,Hernandez,Finance,Senior Developer,2021-01-30,Active,107773.4,,Female,30,4,3,,
4428,Anthony,Bates,Marketing,HR Specialist,2017-10-08,Terminated,226186.23327000003,,Female,58,4,6,,2020-08-26
4429,Emily,Rivers,Finance,Junior Developer,2022-06-07,On Leave,63044.14,,Non-binary,38,2,2,,
4430,Joyce,Reed,HR,Senior Developer,2023-09-02,Terminated,58766.43,,Non-binary,56,4,1,2023-10-08,2023-10-09
4431,Bryan,Jones,Operations,Sales Associate,2021-02-15,On Leave,37609.14,,Female,27,1,3,,
4432,Brandy,Smith,Sales,Sales Associate,2020-08-23,Terminated,42410.79,,Female,29,2,4,2023-12-21,2021-04-11
4433,Maria,Bradley,IT,Data Analyst,2023-09-30,Active,99085.74,,Female,23,1,0,2024-07-08,
4434,Cole,Thompson,HR,Senior Developer,2022-05-04,Active,93667.55,,Female,22,1,2,,
4435,Brooke,Jackson,IT,Junior Developer,2019-05-24,Terminated,91857.89,,Male,25,2,5,2019-06-29,2022-05-06
4436,Tyler,Knight,Marketing,Data Analyst,2020-05-24,Active,53516.85,,Female,57,2,4,,
4437,Anita,Singh,IT,Junior Developer,2019-09-06,Inactive,61195.83,,Female,22,5,5,,
4438,Marissa,Barrett,Finance,Data Analyst,2021-08-10,Inactive,57608.39,732.0,Non-binary,34,3,3,,
4439,Shane,Morris,IT,HR Specialist,2023-02-08,On Leave,87889.23,12.0,Non-binary,23,4,1,2024-09-02,
4440,Brandi,King,Marketing,Junior Developer,2022-08-29,On Leave,41337.11,445.0,Female,47,1,2,2022-10-24,
4441,Rodney,Willis,IT,HR Specialist,2018-09-10,On Leave,66925.55,153.0,Female,59,4,6,,
4442,Scott,Sherman,HR,HR Specialist,2018-12-25,On Leave,63269.5,,Male,55,5,5,,
4443,Garrett,Mcguire,HR,Data Analyst,2019-08-08,Active,70833.12,294.0,Non-binary,47,1,5,2022-09-18,
4444,Jennifer,Gardner,Operations,Senior Developer,2022-01-10,Inactive,92278.17,,Female,51,1,2,2022-05-22,
4445,Steven,Morgan,Finance,Manager,2015-01-29,Terminated,116758.88,,Female,42,5,9,2016-11-06,
4446,Joshua,King,Marketing,Senior Developer,2020-06-09,Active,114396.21,784.0,Male,53,3,4,,
4447,Robert,Bruce,IT,Junior Developer,2021-08-23,Active,63331.69,,Female,52,3,3,2024-07-29,
4448,Nathan,Sanchez,Marketing,HR Specialist,2015-06-18,On Leave,93298.61,,Female,59,3,9,2024-04-08,
4449,Amber,Butler,Marketing,Data Analyst,2015-12-12,Active,107791.83,,Male,27,4,8,,
4450,William,Allison,IT,Senior Developer,2020-10-17,Active,57206.86,,Male,25,4,3,2022-07-18,
4451,Becky,Williams,HR,Sales Associate,2017-09-27,Active,92205.74,511.0,Non-binary,39,2,6,,
4452,Lance,Fowler,IT,Sales Associate,2019-07-08,Inactive,226186.23327000003,,Male,55,3,5,2024-05-22,
4453,Virginia,Jones,Finance,Data Analyst,2024-07-31,On Leave,93887.19,,Male,22,5,0,,
4454,Christina,Miller,Marketing,HR Specialist,2020-08-31,Inactive,84865.6,,Female,41,5,4,,
4455,Andrea,Tanner,HR,Senior Developer,2020-09-20,Inactive,109029.86,,Female,57,4,3,,
4456,Jack,Powell,Marketing,Data Analyst,2020-04-13,Inactive,112395.53,273.0,Female,32,2,4,2024-07-17,
4457,Michael,Burns,IT,Data Analyst,2017-03-02,Active,86869.54,,Non-binary,48,5,7,,
4458,Michelle,Warner,Marketing,Senior Developer,2021-12-30,Active,100698.82,,Male,54,5,2,,
4459,Haley,Cunningham,IT,Manager,2019-12-27,Active,98978.65,,Female,35,2,4,2023-08-21,
4460,Veronica,Delgado,HR,HR Specialist,2017-09-27,Terminated,93436.8,265.0,Female,47,4,6,,2021-11-14
4461,Spencer,Johnson,IT,Senior Developer,2017-11-03,Inactive,119726.73,,Male,32,4,6,,
4462,Thomas,Walker,Sales,Data Analyst,2019-04-21,On Leave,79112.04,188.0,Non-binary,54,5,5,,
4463,Nicholas,Jones,IT,HR Specialist,2022-10-10,Active,88678.25,,Non-binary,25,2,1,2023-09-25,
4464,Dale,Manning,Finance,Manager,2023-10-14,Terminated,58402.59,234.0,Male,56,2,0,2023-11-23,2024-08-18
4465,Melissa,Davis,Operations,Senior Developer,2015-04-21,On Leave,40991.01,,Non-binary,44,2,9,2024-08-03,
4466,Timothy,Braun,Operations,Senior Developer,2020-02-09,Active,111572.2,,Non-binary,39,5,4,,
4467,Curtis,Galvan,Marketing,Manager,2024-09-01,Terminated,85080.67,,Male,44,2,0,,
4468,Robert,Bolton,HR,Manager,2022-02-15,On Leave,31038.04,,Female,51,3,2,,
4469,Samuel,Flores,Sales,Junior Developer,2016-02-13,Inactive,110975.78,400.0,Non-binary,31,4,8,2019-10-17,
4470,Andrew,Francis,Operations,Data Analyst,2021-06-22,On Leave,101626.05,,Female,31,2,3,2023-08-21,
4471,Ryan,Cummings,Marketing,Senior Developer,2025-01-01,Terminated,76077.18,,Male,24,5,5,,2024-06-02
4472,Lori,Bauer,Operations,Senior Developer,2019-03-25,On Leave,90459.65,,Female,35,5,5,,
4473,Cheyenne,Reynolds,IT,Data Analyst,2020-10-16,Terminated,119192.35,,Male,45,5,3,,2024-08-27
4474,Lisa,Johnson,Marketing,Manager,2020-01-09,Active,40537.18,,Female,25,5,4,,
4475,Tina,Kirk,Finance,Junior Developer,2024-04-22,Active,88382.49,,Non-binary,51,5,0,2024-08-13,
4476,Gabrielle,Rodriguez,Operations,Manager,2023-10-22,Terminated,104694.26,,Non-binary,32,3,0,2024-07-20,2024-06-08
4477,Melinda,Hodges,Operations,Manager,2020-04-05,On Leave,116899.31,,Non-binary,52,4,4,,
4478,Kathryn,Fleming,Operations,Data Analyst,2015-02-20,Inactive,80231.43,,Male,55,3,9,2019-03-12,
4479,Tammy,English,HR,Sales Associate,2022-10-24,Active,63548.07,209.0,Female,32,1,1,2022-11-28,
4480,Jeremy,Wilson,HR,Junior Developer,2023-11-22,On Leave,104478.89,107.0,Non-binary,55,3,0,,
4481,Matthew,Oconnor,HR,Sales Associate,2018-01-31,Inactive,109089.9,40.0,Male,48,2,6,2023-03-19,
4482,Jerry,Mitchell,HR,Senior Developer,2018-07-25,Active,108023.48,,Non-binary,33,5,6,2020-06-25,
4483,Diane,Daniels,Marketing,Senior Developer,2022-01-16,Inactive,40756.07,322.0,Male,49,4,2,2023-03-29,
4484,Joanne,Webster,Sales,Data Analyst,2021-02-22,Terminated,40955.19,,Non-binary,35,3,3,,2024-01-20
4485,Sarah,Rowland,Finance,HR Specialist,2022-09-12,Terminated,59824.44,,Non-binary,30,3,2,2024-07-05,2023-12-11
4486,Jennifer,Robinson,IT,Sales Associate,2014-10-12,Terminated,50626.36,,Non-binary,42,3,9,2017-02-04,2016-12-23
4487,Kelly,Adkins,Marketing,Junior Developer,2019-10-06,On Leave,67853.79,39.0,Non-binary,44,4,4,2023-02-05,
4488,Gordon,Garcia,Sales,HR Specialist,2020-01-02,Terminated,87162.59,,Female,52,4,4,2020-04-17,2023-11-26
4489,Victor,Price,Operations,HR Specialist,2022-11-05,Active,47780.6,,Non-binary,41,1,1,,
4490,Jacqueline,Miller,HR,Manager,2019-01-05,On Leave,79211.06,,Male,40,5,5,2020-12-24,
4491,Ann,Benitez,IT,Senior Developer,2021-07-08,Active,61685.4,,Female,37,3,3,,
4492,Rachael,Hoffman,Sales,Manager,2015-04-12,Terminated,53073.76,,Male,48,4,9,,2016-09-08
4493,Jason,Reyes,Marketing,Junior Developer,2017-06-19,On Leave,110634.84,96.0,Non-binary,50,3,7,2021-01-27,
4494,Scott,Holland,Sales,HR Specialist,2017-07-08,Terminated,115575.57,686.0,Non-binary,48,2,7,2020-01-21,2017-10-04
4495,Christopher,Lewis,Marketing,Sales Associate,2019-10-09,On Leave,72580.0,170.0,Non-binary,55,4,4,2023-11-22,
4496,William,Scott,Marketing,Manager,2022-07-06,Active,112054.66,,Male,26,3,2,,
4497,Nancy,Reed,HR,Junior Developer,2021-10-30,Inactive,30356.84,,Female,41,3,2,,
4498,Deanna,Smith,Finance,Sales Associate,2016-05-17,Active,46969.56,533.0,Non-binary,56,5,8,,
4499,Dalton,Sandoval,Operations,Sales Associate,2017-07-10,Active,32354.86,,Non-binary,24,1,7,2019-01-29,
4500,Amanda,Morris,Marketing,Manager,2018-09-22,Active,53282.74,,Male,50,2,5,,
4501,Christine,Chandler,Sales,Data Analyst,2018-02-13,Inactive,88450.46,141.0,Non-binary,29,5,6,,
4502,Alexandra,Martinez,Operations,Senior Developer,2018-05-23,Terminated,73777.71,668.0,Female,52,3,6,2018-09-27,2023-06-23
4503,Robin,Levy,Marketing,Senior Developer,2022-01-18,Inactive,64794.64,,Non-binary,43,5,2,,
4504,Christopher,Rivera,Operations,Data Analyst,2020-03-29,Terminated,104921.43,,Non-binary,33,2,4,,2023-08-13
4505,Shelby,Edwards,Operations,HR Specialist,2020-05-09,Active,39456.61,,Female,38,3,4,2022-06-26,
4506,Nathaniel,Allen,Sales,Sales Associate,2015-10-02,On Leave,57430.92,,Male,30,1,8,2017-03-18,
4507,Cynthia,Smith,IT,Sales Associate,2020-05-26,On Leave,76528.84,,Non-binary,34,1,4,2021-02-15,
4508,Kenneth,Figueroa,Operations,Senior Developer,2023-01-07,Inactive,44372.0,89.0,Female,54,5,1,2023-10-01,
4509,Ashley,Wilson,Finance,Sales Associate,2019-09-28,On Leave,82368.13,,Male,35,5,4,,
4510,Nathan,Gonzalez,HR,Sales Associate,2020-04-09,Inactive,115175.73,,Non-binary,45,4,4,,
4511,Brenda,Scott,HR,Manager,2016-05-19,Inactive,82514.46,,Female,33,3,8,2016-11-02,
4512,Samuel,Martinez,Sales,Manager,2023-12-29,Active,63606.98,,Female,24,1,0,2024-05-18,
4513,Stacey,Wilcox,HR,Senior Developer,2015-04-02,Terminated,39162.6,,Female,43,2,9,,2019-06-13
4514,Joanne,Merritt,Finance,Data Analyst,2024-02-15,Active,70583.3,,Female,41,1,0,2024-04-01,
4515,Susan,King,IT,HR Specialist,2015-09-29,On Leave,97558.24,23.0,Male,27,1,8,,
4516,Natalie,Klein,HR,Manager,2022-09-17,Inactive,119201.6,,Non-binary,48,1,1,2023-03-06,
4517,Jessica,Rogers,Sales,Data Analyst,2025-01-01,Terminated,69790.27,324.0,Female,34,2,7,2020-01-17,2019-04-03
4518,Sean,Hall,Finance,Senior Developer,2016-02-27,Active,60960.76,,Female,22,4,8,2020-10-28,
4519,Lawrence,Black,Operations,Data Analyst,2022-04-11,Inactive,81813.77,,Male,29,4,2,,
4520,Rebecca,Webb,Finance,Sales Associate,2016-11-14,On Leave,33058.81,,Female,34,4,7,2018-03-04,
4521,Shelby,Moore,IT,Junior Developer,2014-11-21,Inactive,56936.9,219.0,Male,30,4,9,,
4522,Kelly,Thomas,IT,Junior Developer,2015-01-13,Inactive,119209.52,,Male,38,5,9,,
4523,Kerri,Grimes,Sales,Data Analyst,2024-05-18,On Leave,57799.89,770.0,Non-binary,59,5,0,2024-07-13,
4524,Cory,Drake,HR,HR Specialist,2015-02-24,Active,73886.16,345.0,Non-binary,37,5,9,,
4525,Maria,Jacobs,Finance,Manager,2017-10-15,Active,105797.62,,Male,31,3,6,2020-08-12,
4526,Hannah,Owens,HR,Senior Developer,2024-08-29,Active,96609.76,287.0,Non-binary,23,2,0,,
4527,Claire,Castillo,Marketing,Sales Associate,2024-09-07,Inactive,56293.88,217.0,Non-binary,44,3,0,2024-09-08,
4528,Jeffrey,Aguilar,Marketing,Junior Developer,2015-07-08,Terminated,102913.22,103.0,Female,42,3,9,2018-10-22,2016-07-12
4529,Danielle,Simpson,HR,Junior Developer,2022-10-19,Active,112323.92,,Non-binary,34,4,1,,
4530,Catherine,Day,IT,HR Specialist,2021-08-04,Terminated,108631.09,,Male,23,2,3,2022-11-19,2021-08-17
4531,Todd,Grimes,Sales,Senior Developer,2022-05-07,Terminated,51940.29,684.0,Non-binary,28,1,2,,2022-08-24
4532,Dawn,Smith,Finance,Senior Developer,2023-12-24,On Leave,48194.97,,Female,28,1,0,2024-01-08,
4533,Andrew,Lloyd,IT,HR Specialist,2023-09-29,Active,108712.83,,Non-binary,39,4,0,2024-03-09,
4534,Nicholas,Crawford,Marketing,Manager,2014-09-12,Terminated,102028.59,,Female,24,5,10,2019-02-19,2019-10-09
4535,Craig,Flowers,IT,Manager,2019-07-06,On Leave,78879.76,,Male,32,2,5,2022-02-02,
4536,Walter,Macias,Finance,Junior Developer,2024-06-26,Active,60586.64,,Female,24,2,0,,
4537,Eric,Davis,Sales,Senior Developer,2018-10-03,Active,57453.15,,Non-binary,59,2,5,,
4538,Robert,Newton,Finance,Senior Developer,2018-08-08,Terminated,32310.59,,Non-binary,22,5,6,,2021-01-22
4539,Joseph,Mcdaniel,IT,Senior Developer,2023-02-03,Terminated,91600.91,,Non-binary,23,5,1,,2023-09-07
4540,Tony,Williams,Operations,Junior Developer,2019-10-03,Terminated,86780.98,,Male,47,2,4,,2019-10-16
4541,Brittany,Brown,Operations,Senior Developer,2015-11-30,Terminated,73262.44,,Female,31,4,8,,2021-05-10
4542,Amber,Washington,Operations,Senior Developer,2017-03-27,Inactive,65332.93,,Female,32,5,7,2020-04-15,
4543,Brett,Harper,Finance,Manager,2021-10-18,Inactive,93800.13,,Female,24,5,2,,
4544,Zachary,Monroe,Sales,Senior Developer,2024-04-05,Active,41471.23,,Female,52,2,0,,
4545,Brandon,Garcia,Operations,Senior Developer,2024-04-08,Terminated,65713.63,,Non-binary,47,2,0,,2024-07-23
4546,Kelsey,Ryan,Finance,HR Specialist,2015-03-18,On Leave,92807.73,638.0,Non-binary,52,3,9,,
4547,Samantha,Garrison,HR,Manager,2017-01-30,Active,67766.18,65.0,Male,30,1,7,,
4548,Eric,Johnson,Sales,Manager,2019-03-26,On Leave,67297.87,755.0,Male,28,5,5,,
4549,Brian,Nguyen,Operations,Junior Developer,2015-11-18,Inactive,115816.62,,Non-binary,45,1,8,2017-09-04,
4550,Travis,Wallace,Finance,Data Analyst,2023-03-30,Terminated,39619.89,7.0,Non-binary,58,4,1,,2023-08-15
4551,Samantha,Diaz,Sales,Sales Associate,2015-04-06,Active,55035.44,,Female,51,2,9,2022-01-23,
4552,Matthew,Smith,HR,Manager,2014-09-27,On Leave,75417.38,,Male,57,2,9,2021-08-18,
4553,Lori,Hall,Operations,Data Analyst,2016-12-16,Inactive,91435.34,,Non-binary,44,2,7,,
4554,Misty,Hudson,Finance,Manager,2022-08-26,Terminated,31103.04,,Non-binary,50,4,2,2024-05-24,2022-12-27
4555,Renee,Castillo,HR,Junior Developer,2014-12-26,Inactive,41178.41,,Male,23,1,9,,
4556,Roy,Lewis,Sales,Manager,2021-12-17,Inactive,64146.23,,Male,53,2,2,,
4557,Lisa,Martinez,Marketing,Sales Associate,2018-12-27,On Leave,87911.02,765.0,Male,40,5,5,2022-01-07,
4558,Tammy,Bailey,Marketing,Data Analyst,2017-09-12,On Leave,54075.4,289.0,Non-binary,48,3,7,,
4559,Sarah,Atkinson,Operations,Sales Associate,2023-02-25,Inactive,103047.72,,Non-binary,24,4,1,,
4560,John,Brown,Sales,HR Specialist,2017-09-19,Terminated,109429.68,,Non-binary,29,3,6,,
4561,Derrick,Palmer,Operations,Manager,2019-05-16,Terminated,95746.5,,Male,30,2,5,,2021-03-08
4562,Lisa,Lane,Marketing,Senior Developer,2014-09-14,Terminated,79949.82,,Female,33,5,10,,2023-06-30
4563,Lauren,Harris,Marketing,Sales Associate,2020-01-04,Active,33626.79,,Non-binary,28,4,4,,
4564,Chelsea,Dillon,Finance,Junior Developer,2016-06-16,Terminated,49613.44,,Female,46,4,8,,2023-01-07
4565,Nicholas,Roth,Operations,Junior Developer,2021-07-11,Active,103561.17,,Female,35,5,3,2024-03-04,
4566,James,Hayes,HR,Junior Developer,2018-11-26,Terminated,65578.3,,Female,22,1,5,2019-01-02,2018-12-17
4567,Daniel,Hoffman,Marketing,Senior Developer,2020-04-11,On Leave,42999.66,,Male,34,5,4,,
4568,John,Kennedy,IT,Data Analyst,2019-04-24,Active,101004.91,,Female,57,1,5,2019-12-26,
4569,Mark,Weber,Operations,Junior Developer,2021-08-23,On Leave,42863.9,,Male,37,1,3,2022-12-09,
4570,Scott,Robinson,Finance,Data Analyst,2021-10-17,Terminated,108022.6,,Male,51,2,2,2024-07-07,2023-12-11
4571,Jennifer,Johnson,Operations,Junior Developer,2015-08-08,On Leave,70233.56,,Non-binary,29,2,9,2021-05-06,
4572,Jennifer,Alvarez,Sales,HR Specialist,2024-05-06,Inactive,91521.05,309.0,Non-binary,30,3,0,,
4573,Stephen,Chung,Finance,Senior Developer,2022-03-14,Inactive,226186.23327000003,,Female,28,5,2,,
4574,Heidi,James,Marketing,Junior Developer,2022-08-09,Inactive,53500.09,,Non-binary,49,2,2,,
4575,Amanda,Smith,Sales,HR Specialist,2023-04-21,Active,34606.5,,Non-binary,49,3,1,2023-09-14,
4576,Adam,White,IT,Senior Developer,2023-06-09,Inactive,111242.94,,Male,55,2,1,,
4577,Caitlyn,Cruz,Marketing,Junior Developer,2021-08-12,Active,53701.85,,Male,41,2,3,2022-02-06,
4578,Joe,Luna,HR,Junior Developer,2021-03-21,Terminated,89582.6,,Female,56,2,3,2021-06-28,2021-08-11
4579,John,Banks,IT,Sales Associate,2015-11-23,Active,83753.92,,Non-binary,31,4,8,2018-12-07,
4580,Deborah,Floyd,Finance,Senior Developer,2015-04-20,Terminated,55222.64,,Male,33,1,9,,
4581,Jasmine,Morris,IT,HR Specialist,2023-04-15,Terminated,70905.18,774.0,Non-binary,33,3,1,2023-08-25,2023-12-11
4582,Valerie,Morales,Sales,Manager,2022-03-16,Terminated,114601.5,,Female,43,4,2,2023-08-20,2024-03-16
4583,Jacob,Tran,HR,Sales Associate,2023-08-09,On Leave,119278.98,,Female,46,1,1,2023-11-13,
4584,Corey,Bryant,IT,Sales Associate,2017-07-24,Terminated,44646.64,,Non-binary,43,2,7,2021-10-26,2023-09-21
4585,Jay,Kelley,HR,Junior Developer,2014-12-15,On Leave,93074.49,,Male,60,1,9,2016-03-12,
4586,Ryan,Little,Operations,Sales Associate,2020-12-27,On Leave,78430.69,,Non-binary,40,2,3,,
4587,Danny,Campos,Finance,Sales Associate,2018-07-08,On Leave,82682.51,,Non-binary,37,4,6,2019-12-07,
4588,Lynn,Zuniga,Sales,HR Specialist,2017-02-02,Active,108688.84,,Male,23,4,7,,
4589,Gary,Haney,HR,Sales Associate,2017-12-22,Active,115048.23,559.0,Male,32,1,6,,
4590,Tiffany,Reilly,IT,Junior Developer,2020-09-10,On Leave,75829.15,,Female,43,2,4,,
4591,Sara,White,IT,Junior Developer,2022-05-15,Active,53932.6,220.0,Female,53,2,2,2023-10-17,
4592,Justin,Carter,Marketing,Manager,2020-06-30,Terminated,64475.4,,Female,41,4,4,,2021-10-06
4593,Lance,Smith,IT,Sales Associate,2015-04-28,Terminated,74789.9,,Male,48,1,9,,2015-09-24
4594,Crystal,Mccall,HR,Manager,2020-02-04,Active,74360.62,300.0,Female,27,2,4,2024-03-03,
4595,Barbara,Dickerson,Sales,HR Specialist,2016-09-20,Terminated,70306.02,,Male,53,2,7,,2018-07-05
4596,Jason,Harris,IT,Sales Associate,2018-02-25,Active,118476.59,,Female,58,2,6,,
4597,Joseph,Taylor,Marketing,Data Analyst,2015-12-27,Terminated,101304.44,,Female,52,2,8,,2021-03-22
4598,William,Coleman,Operations,Data Analyst,2022-10-11,On Leave,41535.25,218.0,Non-binary,29,4,1,,
4599,Timothy,White,Operations,Junior Developer,2019-02-27,Inactive,77812.05,,Male,42,5,5,2023-07-29,
4600,Travis,Smith,Marketing,Senior Developer,2017-03-27,On Leave,41802.78,,Male,38,4,7,2020-12-21,
4601,William,Rivera,Operations,Sales Associate,2016-12-20,Inactive,50463.66,425.0,Non-binary,36,3,7,,
4602,Ann,Smith,Marketing,Senior Developer,2014-12-30,Active,41219.49,,Non-binary,32,2,9,2018-09-05,
4603,Jason,Thompson,Sales,Sales Associate,2022-06-19,Terminated,105508.2,,Male,46,3,2,,2023-05-05
4604,Jeffrey,Johnson,IT,Junior Developer,2017-06-20,Active,45449.18,122.0,Male,43,3,7,2020-04-30,
4605,Jeremy,Murphy,IT,Sales Associate,2021-03-08,Inactive,69253.15,181.0,Male,37,3,3,,
4606,Anthony,Anderson,Sales,Junior Developer,2020-05-04,Terminated,51037.7,,Non-binary,59,5,4,2020-09-14,2024-02-13
4607,Sean,Greene,HR,Data Analyst,2021-06-25,Inactive,42250.52,,Male,41,3,3,,
4608,Emily,Williams,Finance,HR Specialist,2021-07-13,On Leave,102665.57,,Male,49,1,3,2024-06-28,
4609,Stephanie,Christensen,Operations,Manager,2022-11-04,Inactive,90078.39,185.0,Female,44,5,1,2023-09-25,
4610,David,Mata,Sales,Sales Associate,2018-07-16,On Leave,54879.03,,Non-binary,42,4,6,2019-09-30,
4611,Teresa,Aguilar,Marketing,HR Specialist,2020-09-10,Inactive,65421.48,,Male,47,4,4,,
4612,Timothy,Khan,Finance,Sales Associate,2022-05-24,Active,57815.74,,Male,42,2,2,,
4613,Tara,Smith,Sales,HR Specialist,2024-08-28,On Leave,33329.67,,Male,49,2,0,,
4614,Lisa,Walton,HR,Senior Developer,2019-03-01,Inactive,35791.36,,Male,56,3,5,,
4615,Matthew,Rojas,HR,HR Specialist,2021-10-01,On Leave,59997.83,596.0,Male,60,4,2,,
4616,Joseph,Lopez,IT,Sales Associate,2014-09-13,On Leave,119757.73,,Non-binary,59,5,10,2022-06-08,
4617,Nicole,Harris,Sales,Data Analyst,2016-12-08,Active,86263.16,,Male,36,4,7,,
4618,Steven,Olson,Sales,HR Specialist,2019-05-24,Active,71152.24,,Female,24,5,5,2024-01-04,
4619,Rachel,Clayton,Finance,HR Specialist,2022-04-05,On Leave,57854.56,588.0,Male,59,5,2,2023-11-18,
4620,David,Luna,Sales,Manager,2022-06-20,Inactive,46801.42,,Non-binary,45,1,2,,
4621,Ryan,Nelson,Marketing,Manager,2021-06-02,On Leave,94205.49,,Male,48,2,3,,
4622,Stephen,Garcia,Marketing,Senior Developer,2015-06-23,Inactive,32891.69,,Non-binary,29,3,9,,
4623,Jennifer,Wright,Finance,Data Analyst,2022-01-08,Active,103124.21,,Non-binary,37,2,2,,
4624,Robert,Kim,HR,Manager,2016-11-16,Inactive,36810.11,,Male,49,1,7,,
4625,Patty,Garcia,IT,Junior Developer,2019-02-25,Inactive,102513.65,259.0,Female,40,3,5,2019-06-17,
4626,Brianna,Cruz,Operations,Sales Associate,2016-02-27,Inactive,82642.83,296.0,Non-binary,53,1,8,2016-11-04,
4627,Antonio,Reynolds,Sales,Manager,2023-12-10,Active,71643.86,,Male,58,4,0,2024-06-15,
4628,Jermaine,Ramirez,Sales,Manager,2023-05-31,Terminated,110143.36,169.0,Male,31,3,1,,2023-11-18
4629,Troy,Johnson,HR,Manager,2023-12-30,Inactive,54909.85,352.0,Female,49,5,0,,
4630,Zachary,Braun,IT,HR Specialist,2019-01-29,On Leave,39145.01,,Male,47,4,5,,
4631,Melissa,Frazier,Operations,HR Specialist,2018-03-27,Inactive,87325.25,492.0,Non-binary,33,5,6,2022-06-27,
4632,Mark,Trujillo,HR,Sales Associate,2020-03-25,Active,81127.43,715.0,Non-binary,55,4,4,,
4633,Benjamin,Thomas,Marketing,Sales Associate,2016-07-31,Inactive,38218.74,,Male,43,4,8,,
4634,Jason,Blankenship,Sales,Sales Associate,2015-01-09,Inactive,108504.82,551.0,Female,58,4,9,,
4635,Brian,Brown,HR,Sales Associate,2024-06-27,On Leave,105748.08,,Male,35,4,0,2024-08-28,
4636,Sabrina,Johns,Sales,Data Analyst,2014-11-07,Active,34093.36,631.0,Female,55,3,9,,
4637,Adriana,Gomez,Sales,Junior Developer,2016-01-21,Active,60750.06,,Female,30,1,8,2019-08-27,
4638,Wendy,Morales,Sales,Manager,2019-05-21,On Leave,66305.78,63.0,Male,23,5,5,2020-10-27,
4639,Rebecca,Martinez,HR,Senior Developer,2017-11-12,On Leave,64175.46,,Female,45,5,6,2021-06-07,
4640,Allison,Lopez,HR,Manager,2015-01-02,On Leave,99012.21,,Male,40,5,9,,
4641,Cheyenne,Carter,Finance,Manager,2019-02-28,Terminated,55152.41,270.0,Female,24,2,5,,2019-12-20
4642,Jeffrey,Jones,Operations,Data Analyst,2015-11-15,Active,115349.54,,Female,39,4,8,,
4643,Laura,Simmons,Finance,Manager,2021-01-22,On Leave,82080.19,,Non-binary,31,2,3,2023-03-27,
4644,Jason,Jones,Marketing,HR Specialist,2021-01-14,Active,57619.3,294.0,Female,59,1,3,,
4645,Lawrence,Williams,Sales,Senior Developer,2015-09-19,Terminated,66861.24,,Non-binary,29,4,8,,2018-03-26
4646,Kevin,Harris,IT,Data Analyst,2018-07-03,Active,83305.73,,Female,37,1,6,,
4647,Jimmy,Holland,IT,Senior Developer,2017-04-08,Terminated,62840.49,412.0,Female,26,3,7,,2024-08-09
4648,Carrie,Hernandez,Sales,Sales Associate,2019-04-01,Terminated,89957.55,,Non-binary,30,4,5,2019-06-13,2020-08-25
4649,Gabriel,Williams,Operations,Senior Developer,2023-09-30,On Leave,85633.09,,Male,45,3,0,2024-06-06,
4650,Nathan,Gomez,Marketing,Sales Associate,2018-10-31,Inactive,41522.61,,Non-binary,49,5,5,2022-09-26,
4651,Julie,James,IT,Senior Developer,2023-09-29,On Leave,70160.17,335.0,Female,29,1,0,2023-11-09,
4652,Tracy,White,IT,Junior Developer,2021-10-28,Inactive,117010.66,771.0,Non-binary,27,5,2,,
4653,Matthew,Sanchez,Finance,Data Analyst,2019-11-13,Terminated,72332.11,,Male,36,4,4,,2021-03-11
4654,Darren,Martin,Operations,Sales Associate,2017-11-26,Inactive,118595.11,,Non-binary,53,1,6,2019-10-17,
4655,Tracey,Edwards,Sales,Sales Associate,2023-11-15,On Leave,60236.89,,Female,40,1,0,,
4656,Anthony,Carter,HR,Junior Developer,2018-10-04,Inactive,97335.91,,Female,53,1,5,2022-11-27,
4657,Victor,Gonzalez,Finance,Junior Developer,2019-01-28,On Leave,101706.35,,Female,52,2,5,2020-01-12,
4658,Lisa,Long,HR,HR Specialist,2020-08-24,Terminated,100972.28,,Female,46,3,4,2024-08-06,2021-05-09
4659,Karen,Jones,Operations,HR Specialist,2022-06-27,Active,87430.44,,Male,26,2,2,2024-08-01,
4660,Thomas,Wood,Operations,Manager,2021-05-01,On Leave,84531.77,164.0,Male,53,2,3,,
4661,Christina,Jimenez,Operations,Sales Associate,2020-12-31,On Leave,110265.78,,Non-binary,54,4,3,2024-07-15,
4662,Brian,Jones,Sales,Manager,2022-07-17,Inactive,105392.83,,Female,29,1,2,,
